name,href,phone
Fozzy group,http://www.fozzy.ua,
Project Ukraine,http://projectukraine.online,
De Novo,http://denovo.ua,(044) 200-93-39
"Юрія-Фарм, ТОВ",http://www.uf.ua,
RockLab,http://www.rocklab.io,
"ОН Клінік, мережа медичних центрів",http://www.onclinic.ua,
"Габби, ТД",http://www.gabbi.in.ua,
"Aura, онлайн-школа німецької мови",http://aura-school.com,+380 93 985 71 85
Факультет-Фарм,http://www.facultet-farm.ua,(056) 374 24 19
ПриватБанк,http://privatbank.ua,
"Креді Агріколь, банк",http://credit-agricole.ua,
"Нова пошта, ТОВ",http://www.novaposhta.ua,
OKKO,http://www.okko.ua,
Meta Sistem,http://meta-sistem.md,+37369078478
Eldorado.ua,http://www.work.eldorado.ua/,
Ze Puff,http://www.i.ua/,+380639511176
DMP Development Group,http://www.dmp-development.com,067 327 5409
"ІНГО, страхова компанія",http://www.ingo.ua,(067) 3840408
PNN Soft,http://pnnsoft.com,
"Спецтехномоніторинг, ТОВ",http://www.spectm.com.ua,091-900-08-10
EvoPlay,http://evoplay.com,
"МХП, агроіндустріальний холдинг",http://www.mhp.com.ua,
"Брокард-Україна, ТОВ",http://www.brocard.ua,
Vodafone Україна,http://career.vodafone.ua,
Favbet,http://favbet.ua,
ПриватБанк,http://privatbank.ua,
CS,http://csltd.com.ua/,057-760-13-67
"Добробут, ММ",http://med.dobrobut.com/,
Favbet,http://favbet.ua,
PlayWorks,http://www.play.works,
Фармастор,http://www.add.ua/,
This is Software,http://www.i.ua/,
EvoPlay,http://evoplay.com,
SettlePay,http://settlepay.net/,
"Скаетон, авіаційна виробнича компанія, ТОВ",http://www.skyeton.com,
Meest China,http://meest.cn/,
Полтава Банк,http://www.poltavabank.com,
Techsvit,http://techsvit.ua,
Dopomoga IT & Telecom Resources,http://www.itnt.com.ua,+380 44 594 8178
Genesis,http://gen.tech/,
"Новаков Є.І., ФОП",http://www.i.ua/,
"Vega, телекоммуникационная группа",http://www.vegatele.com,
Boosta Inc,http://www.boosta.biz,
Triare,http://triare.net,
Konsol Studio,http://konsol.studio,
Укрпошта,http://www.ukrposhta.ua,
ITOP1000,http://www.i.ua/,
Софтком,http://www.softcom.ua,
IPland,http://ipland.com.ua,+38 044 333 80 70
"Версия, ООО",http://www.versiya.com,044-294-27-47
Winsolutions,http://www.i.ua/,0930802996
"Техніка для бізнесу, ТзОВ",http://www.tdb.ua,(032) 298 95 00
"Доминанта-Д, ЧП",http://www.dominanta-d.com,
Сімпатік Груп,http://simpatik.com.ua/,067 744 1704
"Національний депозитарій України, ПАТ",http://www.csd.ua,
"Itstep, комп'ютерна академія (Біла Церква)",http://bc.itstep.org,+380675041305
SoftGroup,http://www.softgroup.ua,
"МР, ООО",http://m-r.kiev.ua/contact.php,0445016764
Aregy U,http://aregygroup.com,+380682599031
Кашкан Логистик,http://kashkanlogistic.com,
АрселорМиттал Кривой Рог,http://www.i.ua/,
"ІТ-Паросток, благодійний фонд",http://www.it-sprout.org.ua,
Boolat Play,http://www.i.ua/,
Кашкан Логистик,http://kashkanlogistic.com,
"Арт країна, ТОВ",http://www.i.ua/,
Storgom,http://storgom.ua,+380672871020
"AdverMedia, агентство интернет-маркетинга",http://advermedia.ua,
Синхронік,http://www.i.ua/,0953287920
Netpeak Group,http://netpeak.group/,
Talents Boutique,https://www.facebook.com/TalentsBoutique,
Vodafone Україна,http://career.vodafone.ua,
Bex Auto,http://bexhilltrading.net/,
Wow_name,http://www.i.ua/,
"BDO, LLC",http://www.bdo.ua,
"Оболонь, ПрАТ",http://www.obolon.ua,
DTEK,http://dtek.com,
Укрпошта,http://www.ukrposhta.ua,
Talent Hunters Hub,http://www.i.ua/,
Talent Hunters Hub,http://www.i.ua/,
ПриватБанк,http://privatbank.ua,
Pampik,http://pampik.com/,
EvoPlay,http://evoplay.com,
Premier Food,http://premierfood.ua/,
"BPO Nextdoor, Inc.",http://bponextdoor.com/careers/,
"BPO Nextdoor, Inc.",http://bponextdoor.com/careers/,
NIX,http://www.nixsolutions.com/ua/,
Giulia,http://giulia.com.ua,
Банк Восток,http://www.bankvostok.com.ua,
Kenner Soft Service GmbH,http://kennersoft.de/,+380981527015
Укрнафта,http://www.ukrnafta.com,
Український процесінговий центр,http://www.upc.ua,
Український процесінговий центр,http://www.upc.ua,
"Eva, лінія магазинів",http://work.eva.ua/,
Mitridat Container Transport,http://www.mitridat.odessa.ua/uk/,
Intecracy Group,http://intecracy.com,
Quod Financial,http://quodfinancial.com,
Exist.ua,http://www.exist.ua,+38-050-404-65-02
АВТ Баварія,http://www.bmw.ua,
Onlyplay,http://onlyplay.net/,
Конекс,http://www.konex.com.ua,067-432-01-08
Укрпошта,http://www.ukrposhta.ua,
GetCarrier LLC,http://getcarrier.com/,+380997595008
Leadsdoit,http://leadsdoit.com,
Eldorado.ua,http://www.work.eldorado.ua/,
Insoft Ukraine,http://insoft-global.com/,
"Eva, лінія магазинів",http://work.eva.ua/,
Uklon,https://www.linkedin.com/company/uklontech,
Ozzylogik LTD,http://ozzylogik.com/,
Ozzylogik LTD,http://ozzylogik.com/,
Чудо Маркет,http://rabota.chudo-market.ua/?utm_source=workua&utm_medium=obyavlenie&utm_campaign=work,067 822-52-50
Netpeak Group,http://netpeak.group/,
Auchan Україна,http://www.auchan.ua,067-548-86-61
Icon Partners,http://icon.partners/ru,+38 (066) 7243397
Ajax Systems,http://www.ajax.systems,
lifecell,http://www.lifecell.ua,
"Eva, лінія магазинів",http://work.eva.ua/,
Дальнобой,http://www.dalnoboy.com,380 50 934 99 13
АТБ-маркет,http://www.atbmarket.com,
Quod Financial,http://quodfinancial.com,
Squro,http://squro.com,
SysGears,http://sysgears.com,
ПриватБанк,http://privatbank.ua,
Ajax Systems,http://www.ajax.systems,
ПриватБанк,http://privatbank.ua,
Авеб,http://aweb.ua/ua/,(044) 538-01-61
Boolat Play,http://www.i.ua/,
Depdiko,http://depdiko.com/,
EvoPlay,http://evoplay.com,
Boosta Inc,http://www.boosta.biz,
DTEK,http://dtek.com,
16.web,http://16-web.com,0953866776
Экстрим Прайд,http://extremepride.com.ua,
Colin's Ukraine,http://colins.ua,
EvoPlay,http://evoplay.com,
"АТБ, корпорация",http://www.atb.ua,
"Атланта, управляюча компанія",http://www.atlanta.lutsk.ua/,0332 77 63 31
Netpeak,http://netpeak.ua,
ALT Ukraine,http://alt.ua/uk/,
Auchan Україна,http://www.auchan.ua,067-548-86-61
"Асканія, група компаній",http://www.ascania.ua,
"Дарниця, фармацевтична компанія",http://www.darnitsa.ua,
ТАС,http://tascombank.ua/,
PIN-UP Global,http://pin-up.global/,
Codebridge Technology,http://www.codebridge.tech/,
Датагруп & Volia,http://www.datagroup.ua,
1+1 media,http://media.1plus1.ua,
Binariks Inc.,http://binariks.com,
Adindex.ua,http://adindex.ua,
Redlab,http://www.redlab.bz,+380638119855
Rozetka,http://rozetka.ua,
"Вентиляційні системи, ПрАТ (Вентс)",http://www.vents.work,(044) 406 36 26
АМ Интегратор Груп,http://amintegrator.com/ru/,(044)492-95-19
M2E,http://m2e.team/,0986088008
Webpromo,http://www.web-promo.ua,+380981070248
Райффайзен Банк,http://raiffeisen.ua,
EvoPlay,http://evoplay.com,
"Омега, ООО",https://www.omega.page,
Авеб,http://aweb.ua/ua/,(044) 538-01-61
Vodafone Україна,http://career.vodafone.ua,
"Укртелеком, АТ",http://ukrtelecom.ua,
PIN-UP Global,http://pin-up.global/,
ІТ-Інтегратор,http://www.it-integrator.ua,
Deloitte,http://www.i.ua/,
FixIQ,http://fixiq.pro,+380673137707
Semalt,http://semalt.com,+380638529866
Netronic,http://jobs.netronic.com.ua/,
ЦУМ (Київ),http://hr.tsum.ua,
Puma,http://www.puma.com,
Клевер Сторс,http://work.sim23.ua/,
NIX,http://www.nixsolutions.com/ua/,
Колумбус,http://www.columbus.te.ua,067 352 81 07
Фармастор,http://www.add.ua/,
Uklon,https://www.linkedin.com/company/uklontech,
"Watsons Україна (ДЦ Україна, ТОВ)",http://watsons.ua/,
ERC,http://erc.ua,+38 044 230-34-74
"Кейк Альянс, ТОВ",http://www.i.ua/,
CS,http://csltd.com.ua/,057-760-13-67
PNN Soft,http://pnnsoft.com,
EvoPlay,http://evoplay.com,
QATestLab,http://career.qatestlab.eu/,
Weblium,http://weblium.com,
ІТ-Інтегратор,http://www.it-integrator.ua,
"Аквафрост, ООО",http://www.i.ua/,
Кача Гроші,http://kachay.com.ua/,
OKKO,http://www.okko.ua,
"Кліринговий Дім, АБ",http://www.clhs.com.ua/ua,044 593 10 30
WOG,http://www.wog.ua,
Adindex.ua,http://adindex.ua,
Webpromo,http://www.web-promo.ua,+380981070248
EvoPlay,http://evoplay.com,
Eldorado.ua,http://www.work.eldorado.ua/,
GigaTrans,http://gigatrans.ua,+380633130087
Fuelfinance,http://fuelfinance.me/,
"Інтерстарч Україна, ТОВ",http://interstarch.com.ua,+380982791541
"Vivat, видавництво",http://vivat-book.com.ua,0504921730
Bex Auto,http://bexhilltrading.net/,
1+1 media,http://media.1plus1.ua,
Цитрус,http://www.ctrs.com.ua,
Athletics,http://athletics.kiev.ua,
АТБ-маркет,http://www.atbmarket.com,
EvoPlay,http://evoplay.com,
ПриватБанк,http://privatbank.ua,
Webpromo,http://www.web-promo.ua,+380981070248
lifecell,http://www.lifecell.ua,
"Добробут, ММ",http://med.dobrobut.com/,
GG.BET,http://www.linkedin.com/company/gg-bet/,
Yellow Stone,http://yellowstone.com.ua,
Favbet,http://favbet.ua,
Krona,http://www.i.ua/,
Magic voice,http://www.i.ua/,
Netpeak,http://netpeak.ua,
Netpeak,http://netpeak.ua,
"ОН Клінік, мережа медичних центрів",http://www.onclinic.ua,
"Hype, SMM Agency",https://instagram.com/hype.smm.agency?igshid=YmM0MjE2YWMzOA==,
Ajax Systems,http://www.ajax.systems,
ThinkGlobal,http://thinkglobal.xyz,050-674-08-89
Kenner Soft Service GmbH,http://kennersoft.de/,+380981527015
SBase,http://sbase.team,
XYM,http://www.i.ua/,
Netpeak,http://netpeak.ua,
Netpeak,http://netpeak.ua,
PIN-UP Global,http://pin-up.global/,
Датагруп & Volia,http://www.datagroup.ua,
Productech,http://productech.co,
PIN-UP Global,http://pin-up.global/,
PIN-UP Global,http://pin-up.global/,
Навчальний центр Інновацій,http://innov.com.ua,044-496-8350
Джет Альянс,http://www.i.ua/,+380671825258
Датагруп & Volia,http://www.datagroup.ua,
Art Lemon,http://art-lemon.com/,
"Фоззі, гіпермаркет",http://fozzyshop.com.ua/,+38-095-599-06-39
"ССМ, ДП",http://publicisgroupe.com.ua/,
Сокар Енерджі Україна,http://socar.ua,
Райффайзен Банк,http://raiffeisen.ua,
"ЛБ ритейл, ТОВ",http://www.samsonite.ua,+380675088446
Vodafone Україна,http://career.vodafone.ua,
De Novo,http://denovo.ua,(044) 200-93-39
Shipping Freight Company,http://shippingfreight.eu/,+380675020400
Netix,http://netix.ua,0972200220
Райффайзен Банк,http://raiffeisen.ua,
Sense Bank,http://www.sensebank.com.ua,
Boosta Inc,http://www.boosta.biz,
Urmobi,http://urmobi.games,0972605573
"Ениксан Украина, ООО",http://www.enixan.com,
Melexis-Ukraine,http://www.melexis.com,
Melexis-Ukraine,http://www.melexis.com,
"Освічена Ініціатива, ГО",http://enlight.org.ua/,
Artellence,http://artellence.com,
Artellence,http://artellence.com,
Transporeon,http://www.transporeon.com/en,(044) 585-5935
Solution Mentors,http://www.solutionmentors.com,
"Класс, сеть супермаркетов",http://www.klassmarket.ua,(057) 757-18-85
XSport,http://xsport.ua,
"Рикун А.П., ФОП",http://www.rykun.com.ua,097-860-58-17
"Гоголь Е.О., ФЛП",http://www.i.ua/,
GenovaWebArt,http://genovawebart.com,+380996707548
TechKids Academy,http://www.i.ua/,
GinkgoUkraine,http://www.i.ua/,
Бей-Транс,http://beitrans.com,+38 (067) 314-3911
Techery,http://techery.io/,
"Біт Сервіс, ТОВ",http://www.i.ua/,(044)353-94-03
"Лерран, ТОВ",http://www.i.ua/,067-636-43-62
Виконавчий комітет Мелітопольської міської ради Запорізької області,http://mlt.gov.ua,
Виконавчий комітет Мелітопольської міської ради Запорізької області,http://mlt.gov.ua,
TechKids Academy,http://www.i.ua/,
Черкаський державний бізнес-коледж,http://csbc.edu.ua/,
Европейская гимназия,http://www.i.ua/,
"Мук, группа компаний",http://muk.ua,
Камала Софт,http://kamala-soft.com,
Fortell Games Inc,http://www.i.ua/,
"Шуліпа Т.І., ФОП (Bruni, TM)",http://bruni.ua,
"Panem, Digital Agency",http://icyeast.org,+380 93 412 46 96
"Panem, Digital Agency",http://icyeast.org,+380 93 412 46 96
Unilime,http://unilime.group/,+380 66 481 75 54
"Провінція Плюс, ТОВ",https://www.facebook.com/Gerculespelmeni,
Uniwell,http://www.gen.tech,
ThinkGlobal,http://thinkglobal.xyz,050-674-08-89
Borderlands Foundation,http://app.borderlands.com.ua/requests,
Primeclass.io,http://primeclass.io,
Товариство Червоного Хреста України,http://redcross.org.ua/vacancy/,
Товариство Червоного Хреста України,http://redcross.org.ua/vacancy/,
"Андрєєва Р.А., ФОП",http://www.i.ua/,
PIN-UP Global,http://pin-up.global/,
"Український інститут інтелектуальної власності, ДП",http://www.i.ua/,
Укрпромінвест-Агро,http://www.upi-agro.com.ua,
Frag Lab,http://fraglab.com/,
Iron Agency,http://dji3miniprolv.store,+380962854609
Claimr Software LTD,http://claimr.io,
Smart Team,http://smartteam.ae/,+38 (068) 317-78-44
MIF Projects,http://mifprojects.com,
Boolat Play,http://www.i.ua/,
Дія,http://company.diia.gov.ua/,
AddSalesforce,http://addsalesforce.com,0634356419
Релокія,http://relokia.com,+380978667471
SoundCampaign,http://soundcamps.com,
"Panem, Digital Agency",http://icyeast.org,+380 93 412 46 96
Стар Вей Медіа,https://www.facebook.com/Starwaymediacom/?__tn__=kCH-R&eid=ARDTWu1c-4Jx98fkNWtjM71U-VK_uA5S40RcB7X1a5pzs9tO0GM3tjyBSGZD62qouyEdPopOKovf5,
"Panem, Digital Agency",http://icyeast.org,+380 93 412 46 96
"Давиденко, ФОП",http://www.i.ua/,
Клініка Біляка,http://bilyak.com.ua,+380631240050
Школа вільних та небайдужих,http://www.vilni.school/,
"Zone3000, IT company",http://zone3000.net/,093-206-88-15
MyPlanet Design,http://myplanet.design,
Meest China,http://meest.cn/,
UA Mental Help,http://uamentalhelp.org,
Dari Co,http://darico.com.ua,+380936133518
"Мостиська Драй Порт, ТОВ",http://www.i.ua/,
InStyle,http://www.i.ua/,
Renex,http://www.i.ua/,
Provectus,http://provectus.com/careers,
MirAmi,http://mirami.io,
LabB,http://www.i.ua/,
Content Mania,http://contentmania.pro/,
AP English Education Center,https://www.instagram.com/ap.education/,
Genesis,http://gen.tech/,
Ameware Group,http://amewaregroup.com,+353-1-960-9015
Lionwood.software,http://lionwood.software,+380632788225
"R&B Team, LLC",http://rnb-team.com,+380953034472
"Рудыка А.П., ФЛП",http://www.i.ua/,
NewG Media (IT),http://www.newgmedia.net/,
ABM Cloud,http://abmcloud.com,
WhiteBIT,http://whitebit.com,
Bakotech,http://bakotech.ua,0 67 51 68 487
"Хекса, ТОВ",http://hexa.com.ua,
Whaleapp,http://whaleapp.com,
Preis HR agency,http://preishragency.com.ua,+380673448524
Modsquad Group,http://modsquadgroup.com,0931238554
АРКОІНТР,http://arcointr.com/,+380974916775
"Тірас-12, ТОВ",http://tiras.technology/about-tiras/,
Комп'ютерна Академія IT Step (Кременчук),http://kremen.itstep.org,067-530-5149
Комп'ютерна Академія IT Step (Кременчук),http://kremen.itstep.org,067-530-5149
Plumrocket Inc,http://www.plumrocket.com,
Pushka Studios,http://pushkastudios.com/,
ALTWeb Group,http://altwebgroup.com,
"Кристал Телеком, ТОВ",http://www.crystal.in.ua,063 623 06 55
Sparks Life Worldwide,https://a-sparks.com,
Trionika,http://www.trionika.com,+38 099 267 17 12
WebComplete,http://webcomplete.io/,
Swan Software Solutions,http://www.i.ua/,
Inforce,http://www.i.ua/,
Travel Professional Group,http://www.tpg.ua,063 100 57 51
"Цедевелопер, ТОВ",http://www.i.ua/,
"Теко Трейд, ТОВ (Overseer)",http://overseer.ua,0673815436
"Дзен, HR-агенція з пошуку медіа-талантів",http://www.dzen.com.ua/,
КредитЕкспрес Юкрейн Ел.Ел.Сі.,http://www.creditexpress.com,044-492-05-75
Auspex,http://auspex.com.ua,+38 032 242 60 04
Storgom,http://storgom.ua,+380672871020
INCARNE,http://incarne.ua,
MintyMint,http://mintymint.net,0932280242
"7 океан, аквапарк",http://7okean.com,0984370776
Одеський ліцей Михайлівський Одеської міської ради,http://www.mrvo.od.ua/school/s1/,0679586394
Товариство Червоного Хреста України,http://redcross.org.ua/vacancy/,
Фарба Трейд Профешнл,http://www.i.ua/,
UkrTraff,http://www.i.ua/,
"Бізнес Позика, ТОВ",http://bizpozyka.com,+38 050 011 73 18
Flexus,http://flexus.games/,0974364583
Sreda,http://sreda.biz,+ 38 096 324 1200
Che IT Group,http://cheitgroup.com/,+38 (093) 814-60-42
UkrTraff,http://www.i.ua/,
GM Group,http://gmgroup.ua,+380 67 673 7656
СatalystApps,http://www.catalystapps.net/,
Квіткова Мафія,https://www.instagram.com/flowersmafia.bar/,+380 99 957 3400
"Данилко М.А., ФЛП",http://www.i.ua/,+380677214660
"Тікетс.Юей, ТОВ",http://www.tickets.ua,0673226225
ДарвінЛенд,http://darwinland.com/,
Addlium,http://www.addlium.com,(063)240-41-90
Kapsys GmbH,http://www.i.ua/,
Банк Восток,http://www.bankvostok.com.ua,
BM Tech,http://bmtech.com.ua/,0952749021
Бланідас,http://lysoform.ua,+38093 7363995
Грін Коттон Груп Львів,http://www.greencottongroup.com,
Grade Education Centre,http://grade.ua,+380445801100
Netpeak Group,http://netpeak.group/,
Dinamicka Development,http://www.dinamicka.com/,
ITCraft,http://www.career.itechcraft.com,
"Фонд Східна Європа, МБО",http://eef.org.ua,
QATestLab,http://career.qatestlab.eu/,
Art Lemon,http://art-lemon.com/,
Danish Refugee Council,http://drc.ngo/,
Solid Solutions,http://solid-sl.com,(093)0903021
Panda team,http://pandateam.net.ua/o-nas/,+380 99 137 45 48
Appexoft,http://appexoft.com/,+380930117794
Appexoft,http://appexoft.com/,+380930117794
Appexoft,http://appexoft.com/,+380930117794
Skywind,http://skywindgroup.com,
Florio,http://www.i.ua/,
"Жук К., ФОП",http://www.i.ua/,093 808 69 79
Sohina Global Recruitment,http://www.i.ua/,0501891573
Хало Траст (представництво в Україні),http://www.halotrust.org,
PSPCube,http://pspcube.com/,
"ЕнергоСофтКом, ТзОВ",http://www.energosoftcom.lviv.ua/,
Miratech,https://miratechgroup.com,(044) 206-40-98
IT Education Center,http://itedu.center,068-333-65-56
Netforce Ukraine,http://netforce.ua,+38 (044) 333 65 56
Rivo.Agency,http://www.rivo.agency,
ProtoQ,http://www.i.ua/,
"Аквіла Україна, ТОВ",http://www.i.ua/,
Advertiv,http://www.advertiv.com/,
Хало Траст (представництво в Україні),http://www.halotrust.org,
Dreamate,http://www.newarcline.com,+380999163948
"Диасервис, ООО",http://www.dia.zp.ua,067-619-03-03
Хало Траст (представництво в Україні),http://www.halotrust.org,
ДБО Софт,http://dbosoft.com.ua,+38 0665326312
"Кевін, школа",http://shkolakevin.com.ua,
Clovertech,http://clover.tech,
"Сошиал Бустер, ТОВ",http://www.i.ua/,063-175-69-36
Jet Squad,http://www.i.ua/,
Peaks Circle Sp. z o.o.,http://peakscircle.software,
"Яремчук М.В., ФОП",http://www.i.ua/,
"Яремчук М.В., ФОП",http://www.i.ua/,
"Порт Сіті Груп, ТзОВ",http://www.i.ua/,
"VD MAIS, науково-виробнича фірма, ПП",http://www.vdmais.ua/,0504157443
Danish Refugee Council,http://drc.ngo/,
Musson Marine,http://www.mussonmarine.com,
Оссистем,http://ossystem.ua,+380504005993
Pexly,http://pexly.com/,
"Заммлер Украина, ООО",http://www.zammler.com.ua,(044) 537-56-50
Товариство Червоного Хреста України,http://redcross.org.ua/vacancy/,
Immigrant Invest,http://immigrantinvest.com/,
LimTC,http://limtc.com,+38 (063) 618-14-14
"WOP lab, LLC",http://wop-lab.company,
"WOP lab, LLC",http://wop-lab.company,
Міністерство фінансів України,http://www.mof.gov.ua/uk/,
Unity-Bars,http://www.unity-bars.com,067 463-60-50
Fizika,https://www.instagram.com/fizika.ua/,
"Мартинюк К.Г., ФОП",http://www.i.ua/,+380 (63) 623-76-08
Forsa Gallery,http://www.i.ua/,
"Константинов Р.С., ФОП",http://www.i.ua/,
Darvideo Animation Studio,http://darvideo.tv,+380501307478
"ОРТ, НВК №141 м. Києва",http://ortlyceum.kiev.ua,
"Николаенко А.А., ФЛП",http://www.i.ua/,+380 (98) 567-91-86
Inforce,http://www.i.ua/,
"Фонд Східна Європа, МБО",http://eef.org.ua,
"Фонд Східна Європа, МБО",http://eef.org.ua,
"Фонд Східна Європа, МБО",http://eef.org.ua,
"Фонд Східна Європа, МБО",http://eef.org.ua,
"Фонд Східна Європа, МБО",http://eef.org.ua,
"Фонд Східна Європа, МБО",http://eef.org.ua,
Nikitin Team,http://nikitinteam.com,+380951960079
16.web,http://16-web.com,0953866776
Аксіома Груп,http://aksioma.if.ua,0673408710
BramblingTech,http://bramblingtech.com,+38(096)691-56-09
OptMaster,http://optmaster.top/,
Kevych Solutions,http://kevychsolutions.com/,
Інекс,http://www.i.ua/,
Grape,http://grape.ua,
Candy Grill,http://www.candygrill.com,0974010845
Науково-дослідницький інститут післявоєнної реабілітації та протезування,http://www.i.ua/,
Астриум,http://astrium.com.ua,
First,http://www.i.ua/,
Kraken Leads,http://krakenleads.com,
Electro Hole,http://www.i.ua/,
Altkom Software & Consulting,http://www.altkomsoftware.com/pl/,
K.I.S.S.,http://www.i.ua/,+13478577718
Upgrade,http://www.upgrade-now.com/digital-growth-agency,
ByteAnt,http://www.byteant.com,+380976562929
"Відкриті Публічні Фінанси, ДУ",http://www.publicfinance.gov.ua/ua/,
Fotki,http://fotki.com,
Zeeks,http://zeeks.co/uk/,
Beter,http://beter.co,
Rational Soft,http://www.i.ua/,+380961889041
ТехМин,http://www.i.ua/,
"Ленд.Ком, ООО",http://www.i.ua/,
4K-Soft,http://4k-soft.com,+380 968285858
Leada,http://leada.agency/,
Traffbraza,https://instagram.com/traffbraza?utm_medium=copy_link,+380984166998
"М.В. Карго, ООО",http://www.neptune.ua/,
SmallPrice,http://www.i.ua/,
Global IT Support,http://gisua.com/,+380991118433
FreeTech,http://www.i.ua/,
"Саржан, ФЛП",http://www.i.ua/,
"Кейк Альянс, ТОВ",http://www.i.ua/,
"Ріо-Транс, ПП",http://rio-trans.com/ua/,
Київська гімназія №154,http://www.i.ua/,0634357548
ITStar,http://www.i.ua/,096-967-06-10
"Network-Lviv, інтернет-провайдер",http://network.lviv.ua,
Penguin-team,http://pengstud.com,+380951975302
PR-marketing,http://www.i.ua/,
First,http://www.i.ua/,
"Епос, ТОВ",http://www.epos.ua,(044) 467-75-96
Awery Aviation Software,http://www.awery.aero,0504692949
Діалог Діагностікс,http://www.dialogd.com,
"Технологія Трейд, ТД, ТОВ",http://ttr.in.ua,+380671865381
Лицей №38 (Киев),http://lyceum38.kiev.ua,044 486 5880
Netframe,http://netframe.org,
Top Tier,http://www.toptiermedia.net,
Chatmasters AI,http://chatmasters.io/,
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
Fordewind,http://www.i.ua/,
Ліцей №94 (Львів),https://sites.google.com/site/knvkskolasadok94/,
"Zone3000, IT company",http://zone3000.net/,093-206-88-15
EvoPlay,http://evoplay.com,
Kusto Agro Group,http://www.kustoagro.com,(0432) 50-83-07
Helpware,http://www.helpware.com/,
ELogic,http://elogic.co,0507641000
"Вишнивецкий М.М., ФЛП",http://k-3soft.com,
Synchron,http://synchron.ua/,
United Thinkers,http://unitedthinkers.com,+38 066 707 20 94
"Мізіна І.І., ФОП",http://www.linkedin.com/in/iia-mizina/,
HomeNet,http://www.homenet.it/,+380937199100
"Тепличний, комбінат, ПрАТ",http://www.i.ua/,
Synergy,http://synergy-recruiting.com/,
URich,http://urich.org,380957753638
Банк Південний,http://bank.com.ua/career,
Дія,http://company.diia.gov.ua/,
Восток SOS,http://www.vostok-sos.org,
VRG Soft,http://vrgsoft.net/,
Penguin-team,http://pengstud.com,+380951975302
Eshka Taxi,http://eshkataxi.com,
GotYourBack Support,http://gotyourbacksupport.com,0635334907
Яхонт,http://www.yahont.com.ua,(095) 278 - 77 - 82
SoftFormance,http://www.softformance.com,+380979987348
IMMAP Ukraine,http://immap.org/,
IT-Solutions,http://www.it-solutions.ua,+380633768836
TermoUnion,http://termounion.com.ua,067 652 99 06
Ajax Systems,http://www.ajax.systems,
W Group retail,http://windsorbotanicals.com,
Giraffe Software,http://giraffesoftware.com,+38 (063) 697-40-41
"Маніфай, ТОВ",http://monefy.com.ua,+38(096) 728-26-99
Шаурма Бро,http://www.i.ua/,+38 (067) 544-79-89
Дія,http://company.diia.gov.ua/,
lifecell,http://www.lifecell.ua,
Hire Tech,http://hiretech.com.ua,
Euro Interiors,http://www.i.ua/,+380506907291
"UNFPA, Фонд ООН у галузі народонаселення",http://ukraine.unfpa.org/uk,
Soft Industry,http://soft-industry.com,+38096-478-72-10
Paradigma,http://www.i.ua/,+380932230049
Plann Ads,http://plannads.com,+380630621653
JetOffice,http://www.jetoffice.org,
Digifico,http://www.i.ua/,
"Савинцева Л. П., ФЛП",http://www.i.ua/,
Plure LLC,http://plure.com,
"Orto Smart, медтехніка-ортосалон, мережа ортопедичних магазинів",http://ortosalon.ua,098 181 20 60
ELogic,http://elogic.co,0507641000
"Майстер СІ ЕР ЕМ, ТОВ",http://www.master-crm.com,
"Відкриті Публічні Фінанси, ДУ",http://www.publicfinance.gov.ua/ua/,
"Відкриті Публічні Фінанси, ДУ",http://www.publicfinance.gov.ua/ua/,
Ncase,http://ncase.ua,
NovaPay,http://novapay.ua/,
Freedesstudio,http://freedesstudio.com,
Львівський державний університет безпеки життєдіяльності,http://ldubgd.edu.ua,
Traffbraza,https://instagram.com/traffbraza?utm_medium=copy_link,+380984166998
3Shape Ukraine,http://www.3shape.com,
Lizard Soft,http://lizard-soft.com/ru/,
Intobi,http://intobi.com/,+380933742878
Всеукраїнські системи управління,http://vsu.biz.ua/,+380993754751
Banza,http://banzait.com/,
WGA,https://wga.app/,
АМ Интегратор Груп,http://amintegrator.com/ru/,(044)492-95-19
"Діскавері Скул, міжнародний ліцей, приватна школа-садок",http://ilds.com.ua/,099-22-777-04
АрселорМиттал Кривой Рог,http://www.i.ua/,
"Міський центр інформаційних технологій, ЛКП",http://city-adm.lviv.ua/it/,
Stream Telecom,http://streamtele.com,(067) 311 51 08
24Play,http://24play.games,
IQAEngineer,http://iqaengineer.com,
Kalama,http://www.i.ua/,
Borderlands Foundation,http://app.borderlands.com.ua/requests,
НАБУ,http://www.nabu.com.ua/,
"ТД Фреш Маркет, ТОВ",https://www.facebook.com/THFreshMarketLLC,
DodoTap,http://dodotap.com,
IT Continental,http://www.i.ua/,
Polt agency,http://poltagency.com/ua,
Geekit,http://www.geek-it.com.ua/,
BetCare,http://betcare.co/,
Canyon Development,http://canyond.com,
ItSites,http://itsites.com.ua,+380983881202
Garne,http://garne.com.ua,
OTP Bank,http://www.otpbank.com.ua,
Program-Ace,http://program-ace.com/,057-75-56-556
Solead Software,http://solead.software,
CyberBionic Systematics,http://edu.cbsystematics.com,0 800 337 146
Фокус Медіа ЮА,http://www.i.ua/,
Plerdy,http://www.plerdy.com,
Appexoft,http://appexoft.com/,+380930117794
"Delta M, группа компаний",http://delta-m.com.ua,(044) 364-09-20
G.Bar,https://www.instagram.com/g.bar.kiev,
